start_date,issue_date,estimated_work_cost,issued_permit_cost,building_type_description,building_category_description,work_nature
2003-08-27,2003-08-28,6000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, REMPLACER LES FENETRES EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1995, ET AUX REGLEMENTS MUNICIPAUX."
2003-08-28,2003-08-29,33000.0,132.0,Résidentiel,Permis ancien système,"RENOVATION INTERIEUR:, SUITE A DEGAT D'EAU:, REMPLACER LE PLACOPLATRE AU SOUS-, SOL LE PLANCHER ET LES ARMOIRES, DE CUISINE."
1999-04-12,1999-04-14,2500.0,25.0,Résidentiel,Permis ancien système,"RENOVATION INTERIEUR D'UNE RESIDEN-, CE ., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX., MODIFIER L'ESCALIER DU SOUS-SOL"
1999-04-13,1999-04-14,15000.0,60.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR D'UNE RESIDEN-, CE EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX., REMPLACER LA PORTE D'ENTREE ET LA"
1999-04-13,1999-04-21,145000.0,440.0,Résidentiel,Permis ancien système,"CONSTRUCTION D`UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
1999-04-14,1999-04-20,12000.0,48.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE VERANDA TROIS, SAISONS SUR PATIO DE 3.65 m X 3.04m, EXISTANT., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX"
1999-04-15,1999-04-16,24000.0,96.0,Résidentiel,Permis ancien système,"INSTALLATION D`UNE PISCINE CREUSEE, DE 16`x 32` PROF DE 3.5` A 8`., FOND DE BETON AVEC PAROI D`ACIER ET, TOILE DE VINYLE., DOIT ETRE CONFORME A L`ARTICLE 3.3."
1999-04-15,1999-04-22,17000.0,68.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 14' X 31'. FOND DE BETON,MUR DE, RESINE DE SYNTHESE., LA PISCINE DOIT ETRE CONFORME A, L'ARTICLE 3.3.4 DU REGL. 319."
1999-04-16,1999-06-02,60000.0,240.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE A, L'ETAGE ., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX., RALLONGE DE 15.24 m X 11.88 m"
1999-07-26,1999-07-26,15500.0,62.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 32' PROF.: 3'-6 A 6', FOND DE BETON, MUR D'ACIER AVEC, TOILE DE VINYLE. DOIT ETRE CONFORME, A L'ARTICLE 3.3.4 DU REGL. 319."
1999-07-26,1999-07-26,16000.0,64.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 18' X 36' PROF.: 3' A 6', FOND DE BETON, MUR D'ACIER AVEC, TOILE DE VINYLE., DOIT ETRE CONFORME A L'ARTICLE"
1999-07-26,1999-07-27,20000.0,80.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE CREUSEE, DE 16' X 32'., FOND DE BETON ET PAROIS DE RESINE, AVEC TOILE., FILTREUR,THERMOPOMPE,CHAUFFE-EAU ET"
1999-07-28,1999-08-02,14500.0,58.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 28' X 14'. PROF: 3'-6 A 5'-6, FOND DE BETON,MUR DE RESINE AVEC, TOILE DE VINYLE., DOIT ETRE CONFORME A L'ARTICLE"
1999-07-28,1999-08-02,16500.0,6.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 18' X 30' PROF.: 3' A 8', FOND DE BETON,MUR DE RESINE AVEC, TOILE DE VINYLE., DOIT ETRE CONFORME A L'ARTICLE"
1999-07-28,1999-09-20,3000.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN KIOSQUE DE, DETENTE DE 3.35 m x 3.35 m, HAUTEUR DE 3.66 m, DOIT ETRE CONFORME A L'ARTICLE, 3.3.6.1.11 DU REGL. 319"
1999-07-30,1999-08-03,300.0,25.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE HORS-, TERRE DE 18'., FILTREUR ET PONT SOLEIL A 6.5' MIN, DES LIGNES DE PROPRIETE., FILS ELECTRIQUES A 15' MIN DE L'EAU"
1999-08-02,1999-08-03,14000.0,56.0,Résidentiel,Permis ancien système,"INSTALLTION D'UNE PISCINE CREUSEE, DE 16' X 30'., FOND DE BETON ET PAROIS D'ACIER, AVEC TOILE., FILTREUR,THERMOPOMPE,CHAUFFE-EAU ET"
1999-08-02,1999-08-05,16500.0,66.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE CREUSEE, DE 16' X 31'., FOND DE BETON ET PAROIS D'ACIER, AVEC TOILE., FILTREUR,THERMOPOMPE,CHAUFFE-EAU ET"
2003-09-10,2003-09-12,6000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, REFAIRE LE PAREMENT EXTERIEUR DE LA, RESIDENCE. ENLEVER LA PIERRE POUR, DE L'ACRYLIC, DOIT ETRE CONFORME AU C.N.B. 1995"
2003-06-03,2003-06-13,14000.0,56.0,Résidentiel,Permis ancien système,"REPARATION:, REPARATION DU GARAGE SUITE A UN, INCENDIE., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX."
2003-06-04,2003-06-06,5000.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE 22' X 20, SUR PILIERS DE BETON, DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MINICIPAUX."
2002-10-03,2002-10-04,18000.0,72.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 24' X 40'  PROF: 3'-6 A 8'-0, FOND DE BETON, MUR D'ACIER AVEC, TOILE DE VINYLE. DOIT ETRE CONFORME, A L'ARTICLE 3.3.4 DU REGL. 319."
2002-10-03,2002-10-07,900.0,25.0,Résidentiel,Permis ancien système,"RENOVATION INTERIEUR:, INSTALLE UN POELE A BOIS AU REZ-, DE-CHAUSSEE., DOIT ETRE CONFORME AU C.N.B. 1990,, AU C.N.P.I. 1990 ET AUX REGLEMENTS"
2002-10-04,2002-10-29,180000.0,510.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2002-10-07,2002-11-18,35000.0,140.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE DEUX, ETAGES SUR FONDATION EXISTANTE (, PERRON DE BETON), CORRECTION SUR PLAN. DOIT ETRE, CONFORME AU C.N.B. 1990 ET AUX"
2000-07-17,2000-07-20,1000.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE BOIS DE, 20' X 10' A L'ARRIERE DE LA RESI-, DENCE., POTEAUX 4"" X 4"" SUR SONOTUBES DE 8"", AVEC SOLIVES 2"" X 10"" A 16"" C/C ET"
2000-07-17,2000-07-20,600.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE, 12'-6"" X 10' AU PATIO DE BOIS, EXISTANT DE LA MAISON., POTEAUX 4"" X 4"" SUR DECKBLOCS DE, BETON AVEC SOLIVES 2"" X 8"" A 16""C/C"
2000-07-17,2000-07-20,1000.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE GALERIE DE BETON, DE 14'-6"" X 12'-8"" A L'AVANT DE LA, RESIDENCE., GALERIE D'UNE HAUTEUR DE 24"" SANS, GARDE-CORPS."
2000-07-19,2000-07-21,3600.0,25.0,Résidentiel,Permis ancien système,"RENOVATIONS INTERIEURES DE LA RESI-, DENCE., FINIR LE SOUS-SOL., PLANCHER EN CERAMIQUE., PLAFOND EN TUILES ACOUSTIQUES."
2000-07-31,2000-08-03,5500.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN KIOSQUE DE, DETENTE DE 3.65 m DE DIAMETRE, HAUTEUR TOTALE DE 4.11 m, MARGE MIN.: 2 m LIGNE DE TERRAIN, 3 m DE LA MAISON"
2000-08-01,2000-08-03,3600.0,25.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE HORS-, TERRE DE 27', DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE 319., LA PISCINE NE DOIT PAS ETRE ACCES-"
2003-09-11,2003-09-12,15000.0,60.0,Résidentiel,Permis ancien système,"REPARATION D'UN GARAGE EXISTANT DE, 13.80 X 11.47 m, REFAIRE LA TOITURE, REFAIRE LE PAREMENT EXTERIEUR, HAUTEUR DU BATIMENT TOTALE MAXIMUM"
2003-09-12,2003-09-18,500.0,30.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE REMISE A JARDIN, DE 12' X 12' X 10'-6 DE HAUTEUR., REMISE DE VINYLE, DOIT ETRE CONFORME AU REGLEMENT, 385 DE STE-GENEVIEVE."
2003-09-12,2003-09-23,13000.0,52.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 24' X 32'   PROF: 3'-6 A 6'-6, PISCINE DE BETON AVEC TOILE, DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT 319. CLOTURE DE"
2003-09-12,2003-11-07,180000.0,510.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE. CORRECTION SUR PLAN, APPROUVE AVEC ANNEXE. DOIT ETRE, CONFORME AU C.N.B 1995 ET AUX"
2003-09-15,2003-09-18,7750.0,31.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, REMPLACER HUITS FENETRES ET UNE, PORTE-PATIO, DOIT ETRE CONFORME AU C.N.B. 1995, ET AUX REGLEMENTS MUNICIPAUX."
2003-09-15,2003-09-23,21750.0,87.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 32'  PROF: 3'-6 A 8'-0, FOND DE BETON, MUR D'ACIER AVEC, RESINE DOIT ETRE CONFORME A L'ARTI-, CLE 3.3.4 DU REGL. 319."
2002-04-02,2002-07-15,175000.0,250.0,Résidentiel,Permis ancien système,"CONSTRUCT BATIMENT PRINCIPAL;, MODELE ""A"", MAISON DE VILLE, BLOC6, *PRESENTER A VILLE COPIE CERTIFICAT, LOCALISATION A MONTEE FONDATIONS, *CONSTRUCT TELLE QUE PLANS FOURNIS"
2002-04-02,2002-07-15,175000.0,250.0,Résidentiel,Permis ancien système,"CONSTRUCT BATIMENT PRINCIPAL;, MODELE ""B"" MAISON DE VILLE, BLOC 6, *PRESENTER A VILLE COPIE CERTIFICAT, LOCALISATION A MONTEE FONDATIONS, *CONSTRUCT TELLE QUE PLANS FOURNIS"
2002-04-02,2002-07-15,175000.0,250.0,Résidentiel,Permis ancien système,"CONSTRUCT BATIMENT PRINCIPAL;, MODELE""C"" MAISON DE VILLE, BLOC 6, *PRESENTER A VILLE COPIE CERTIFICAT, LOCALISATION A MONTEE FONDATIONS, *CONSTRUCTION TELLE QUE PLANS"
2002-04-02,2002-07-15,175000.0,250.0,Résidentiel,Permis ancien système,"CONSTRUCT BATIMENT PRINCIPAL, MODELE""D"" MAISON DE VILLE, BLOC6, *PRESENTER A VILLE COPIE CERTIFICAT, LOCALISATION A MONTEE FONDATIONS, *CONSTRUCTION TELLE QUE PLANS"
2002-04-02,2002-07-15,175000.0,250.0,Résidentiel,Permis ancien système,"CONSTRUCT BATIMENT PRINCIPAL;, UNITE OUEST, MAISON DE VILLE, *PRESENTER A VILLE COPIE CERTIFICAT, LOCALISATION A MONTEE FONDATIONS, *CONSTRUCTION TELLE QUE PLANS"
2002-04-02,2002-07-15,175000.0,250.0,Résidentiel,Permis ancien système,"CONSTRUCTION BATIMENT PRINCIPAL, UNITE EST MAISON DE VILLE, *PRESENTER A VILLE COPIE CERTIFICAT, LOCALISATION A MONTEE FONDATIONS, *CONSTRUCTION TELLE QUE PLANS"
2002-04-03,2002-04-04,4000.0,25.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE HORS-, TERRE DE 21', LA PISCINE NE DOIT PAS ETRE ACCES-, SIBLE LORSQUE NON-UTILISEE., FILTREUR ET PONT SOLEIL: 6'-6"" MIN."
2002-04-03,2002-04-04,18250.0,73.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 31' X 16'  PROF: 3'-6 A 8'-0, FOND DE BETON,MUR D'ACIER AVEC, TOILE DE VINYLE., DOIT ETRE CONFORME A L'ARTICLE"
2002-04-03,2002-04-24,175000.0,500.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
1998-08-24,1998-09-02,100000.0,350.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE ., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE. DOIT ETRE CONFORME AU C.N.B, 1990 ET AUX REGLEMENTS MUNICIPAUX."
1998-08-26,1998-08-27,20000.0,80.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 18' X 40' EN BETON., DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE 319., CLOTURE DE MAILLE CIMENTEE DE 6' DE"
1998-08-26,1998-08-27,3000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR D'UNE MAISON, MOBILE : REFAIRE LA TOITURE., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX., TOIT PLAT EXISTANT, MODIFIE POUR"
1998-08-27,1998-09-03,12000.0,48.0,Résidentiel,Permis ancien système,"RENOVATIONS EXTERIEURES DE LA RESI-, DENCE., CHANGER TOUTES LES PARTIES POURRITE, DU BALCON DU R-D-C.., CHANGER LE RECOUVREMENT DE PLANCHER"
1998-09-01,1998-09-17,,40.0,Résidentiel,Permis ancien système,"DEMOLITION D'UN VIEUX HANGAR DE, BOIS DE 14' X 20'., LE HANGAR EST DEMOLI POUR PERMETTRE, LA CONSTRUCTION D'UN BIFAMILIALE ET, AUSSI CAR EN PARTIE DANS LA RUE."
1998-09-01,1998-09-17,120000.0,390.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN BATIMENT BIFAMI-, LIALE DE DEUX ETAGES AVEC DOUBLE, GARAGE INTERIEUR., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
1998-09-03,1998-09-10,25000.0,100.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE POUR, RESIDENCE EXISTANTE., RALLONGE D'UN ETAGE AVEC SOUS-SOL., CORRECTION SUR PLANS APPROUVE AVEC, ANNEXE."
2003-08-28,2003-09-12,26000.0,104.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE VERANDA DE 5.80, X 3.10 metres SUR PERRON EXISTANT., DOIT ETRE CONFORME AU C.N.B. 1995, ET AUX REGLEMENTS MUNICIPAUX., MARGE LATERALE GAUCHE MINIMUM 2 m"
2003-08-29,2003-09-12,58500.0,217.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 40' X 14'  PROF: 3'-6 A 5'-5, PISCINE DE BETON. DOIT ETRE CONFOR-, ME A L'ARTICLE 3.3.4 DU REGL. 319., CLOTURE DE FER FORGE 6' HAUT,AUTOUR"
2003-08-29,2003-09-17,1500000.0,3400.0,Industriel,Permis ancien système,"CONSTRUCTION D'UN BATIMENT DE, RECHERCHE (POULAILLER) TEL QUE PLAN, SOUMIS; 1116 M2 SUR UN ETAGE, BATIMENT DOIT ETRE CONFORME AUX, REGLEMENTS MUNICIPAUX ET AU C.N.B."
2003-09-02,2003-09-09,600.0,25.0,Résidentiel,Permis ancien système,"PISCINE DOIT RESPECTER MINIMUM DE, 1.2M/LIMITES DE PROPRIETE ET MAISON, FILTREUR DOIT RESPECTER MIN 1M/, LIMITES PROPRIETE ET PISCINE OU, DANS CABANON"
2003-09-02,2003-09-16,1500.0,9.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE REMISE 10X12, PIEDS CARRES SUR DALLE DE BETON A, 2 PIEDS / LIMITES DE LA PROPRIETE, 11 PIEDS DE HAUT, LES TRAVAUX DOIVENT ETRES CONFORMES"
2003-09-02,2003-11-07,117000.0,384.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE. CORRECTION SUR PLAN, APPROUVE AVEC ANNEXE. DOIT ETRE, CONFORME AU C.N.B.1995 ET AUX REGL."
1997-02-04,1997-02-05,6000.0,25.0,Résidentiel,Permis ancien système,"RENOVATIONS EXTERIEURES SUR RESI-, DENCE EXISTANTE., CHANGER TOUTE LES FENETRES EXISTAN-, TES DE LA MAISON.[MEMES OUVERTURES, ET MEMES DIMENSIONS]"
1997-02-04,1997-02-05,6250.0,25.0,Résidentiel,Permis ancien système,"RENOVATIONS EXTERIEURES SUR RESI-, DENCE EXISTANTE., CHANGER TOUTE LES FENETRES EXISTAN-, TES DE LA MAISON.[MEMES OUVERTURES, ET MEMES DIMENSIONS]"
2001-10-30,2001-11-05,300000.0,650.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE. DOIT ETRE CONFORME AU C.N.B"
2001-10-31,2001-11-02,3500.0,25.0,Résidentiel,Permis ancien système,"RENOVATION INTERIEUR:, INSTALLATION D'UN POELE A BOIS AU, SOUS-SOL DE LA RESIDENCE., DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX."
2001-11-01,2002-11-12,40000.0,160.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE DE 5.09 X 4.02 m SUR FONDA-, TION DE BETON, DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX."
2001-11-06,2001-11-07,350.0,25.0,Commercial,Permis ancien système,"RENOVATION EXTERIEUR:, INSTALLER QUATRES FENETRES DE, 22"" X 13"" DANS LA PORTE DE GARAGE, EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1990"
2001-11-09,2001-11-14,4000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, CHANGER QUATRES FENETRES DE LA, RESIDENCE EXISTANTE"
2001-11-12,2001-12-18,1300000.0,,Institutionnel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE DEUX, ETAGES AVEC UNE PARTIE SOUS-SOL,, AU PAVILLON EXISTANT., DOIT ETRE CONFORME AU C.N.B.1990, ,AU C.N.P.I.1990 ET AUX REGLEMENTS"
2001-11-20,2001-11-22,1500.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, MODIFIER UNE FENETRE MUR LATERALE, GAUCHE, AJOUTER DEUX NOUVELLES FENETRES, MUR LATERALE GAUCHE"
2001-11-26,2001-11-28,225000.0,575.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE ATTACHE., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2001-11-26,2002-02-15,900000.0,2200.0,Commercial,Permis ancien système,"CONSTRUCTION BATIMENT INDUSTRIEL, HAUTE TECHNOLOGIE (LOGICIELS)., APPROUVE PIIA 697, RESOL. 439-01., DETAIL DES MATERIAUX: VOIR RAPPORT, CCU 11 FEVRIER 2002."
2002-08-06,2002-08-15,172000.0,494.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE. CORRECTION SUR PLAN, APPROUVE AVEC ANNEXE. DOIT ETRE, CONFORME AU C.N.B. 1990 ET AUX"
2002-08-06,2002-08-15,128000.0,406.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE. CORRECTION SUR PLAN, APPROUVE AVEC ANNEXE. DOIT ETRE, CONFORME AU C.N.B. 1990 ET AUX"
2003-08-21,2003-08-28,9000.0,36.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, CHANGER LES FENETRES EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1995, ET AUX REGLEMENTS MUNICIPAUX."
2003-08-21,2003-08-28,3000.0,20.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, REMPLACER LE PAREMENT EXTERIEUR, ACTUEL (ALUMINIUM) PAR UN DECLIN DE, VINYLE., REISOLER LES MURS EXTERIEUR"
2003-08-21,2003-08-28,3000.0,20.0,Résidentiel,Permis ancien système,"RENOVATION INTERIEUR:, INSTALLER UN FOYER A COMBUSTION, LENTE A L'INTERIEUR DE LA CHEMINEE, EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1995,"
2003-08-25,2003-08-28,7000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR:, REMPLACER LES FENETRES EXISTANTE ET, REMPLACER LE PAREMENT EXISTANT PAR, DU DECLIN D'ALUMINIUM, DOIT ETRE CONFORME AU C.N.B. 1995"
2002-08-06,2002-08-21,20500.0,82.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE DE 14'-8"" X 11'-10"" SUR VIDE, SANITAIRE., SOLARIUM QUATRE SAISONS., DOIT ETRE CONFORME AU C.N.B. 1990"
2002-08-07,2002-08-15,4000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION D'UN GARAGE DETACHE, EXISTANT DE 24' X 12'., SOULEVER GARAGE, COULER UNE DALLE, DE BETON AU MEME EMPLACEMENT ET DE, MEME DIMENSION QUE LE GARAGE EXIST."
2002-08-07,2002-08-21,16000.0,64.0,Résidentiel,Permis ancien système,"RENOVATIONS INTERIEURES DE LA RESI-, DENCE., ADAPTER LA S-D-B, LE PATIO ET LE, PERRON POUR HANDICAPE., INSTALLER PLATE-FORME ELEVATRICE."
2002-08-07,2002-08-22,240000.0,590.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTIONS SUR PLAN APPROUVE AVEC, ANNEXE."
2002-08-07,2003-04-01,185000.0,520.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE. LE GENEVRIER, CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2003-02-17,2003-03-12,200000.0,550.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2003-02-18,2003-03-11,17000.0,68.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE DE 4.41 X 3.81 m AVEC SOUS-, SOL (CHAMBRE FROIDE), DOIT ETRE CONFORME AU C.N.B. 1990, ET AUX REGLEMENTS MUNICIPAUX."
2003-02-24,2003-03-12,195000.0,540.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE. LE CHATEAU, CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2003-02-24,2003-03-12,172000.0,494.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE. LE MIRAGE, CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2003-02-24,2003-04-01,170000.0,490.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, INTEGRE. L'ARBRISSEAU, CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE.DOIT ETRE CONFORME AU C.N.B."
2005-11-17,2005-11-21,120000.0,900.0,Institutionnels,École secondaire,"Au rez-de-chaussée, réaménagement dun poste de sécurité du HEC. Aucun travaux extérieurs"
2006-08-03,2006-08-23,50000.0,375.0,Résidentiel,2 Logements,AJOUTER UNE MEZZANINE ET UNE TERRASSE AU TOIT TEL QUE PLAN.
2007-07-16,2007-07-17,90000.0,742.5,Commercial,Commercial,Réaménagement intérieur dans la partie bureau. (aucun travaux extérieur).
2005-02-11,2005-02-11,,0.01,Résidentiel,Dépendance,à l'arrière garage isolé sur la propriété et relocalisation de l'unité de stationnement sur le terrain même endroit
2006-02-09,2006-05-23,42000.0,346.5,Commercial,Commercial,"EN FAÇADE, MODIFIER L'ENTRÉE, LA VITRINE ET LA FENESTRATION DU DEUXIÈME ÉTAGE ."
2005-06-02,2005-06-02,,0.01,Résidentiel,Dépendance,"DÉMOLITION DU GARAGE ARRIÈRE, REMPLACÉ PAR ESPACE DE STATIONNEMENT"
2007-11-02,2007-11-13,5000.0,110.0,Résidentiel,3 Logements,"AU NIVEAU DU R-C,EN FAÇADE REMPLACER 2 FENÊTRES( PAR DES FENETRES À BATTANT),À L'ARRIERE REMPLACER 2 FENETRES ET UNE PORTE,MEME OUVERTURE"
2007-02-28,2007-04-04,1377849.0,11368.07,Commercial,Commercial,"AU 17E, 18E ET UNE PARTIE DU 19E ÉTAGE, AMÉNAGEMENT DE BUREAU POUR SOCIÉTÉ GÉNÉRALE."
2005-02-17,2005-02-17,1.0,50.0,Commercial,Mixte,"RENOUVELLEMENT DU PERMIS NO. 1000529904-04 - FAÇADES AVANT ET CASGRAIN,NIVEAU RC, MODIFIER REVÊTEMENT ET OUVERTURES + REFAIRE LES CORNICHES DU BÂTIMENT EN CF RÉSOLUTION CA04 260294 DU 5/7/04"
2005-02-17,2005-02-25,20000.0,150.0,Résidentiel,2 Logements,"CONSTRUCTION D'UNE TERRASSE DE 46'-8"" X 20' SUR LE TOIT PARTIE ARRIÈRE TEL QUE PLANS (SANS PERGOLA)"
2004-10-25,2004-10-25,1000.0,50.0,Résidentiel,4 Logements,au sous-sol aménager un logement a même un ancien local commercial
